PID,attencheck1,q1.1,q1.1ans,q1.2,q1.2ans,q1.3,q1.3ans,q1.4,q1.4ans,q2.1,q2.1ans,q2.2,q2.2ans,q2.3,q2.3ans,q2.4,q2.4ans,q3.1,q3.1ans,q3.2,q3.2ans,q3.3,q3.3ans,q3.4,q3.4ans,q4.1,q4.1ans,q4.2,q4.2ans,q4.3,q4.3ans,q4.4,q4.4ans,q5.1,q5.5ans,q5.2,q5.2ans,q5.3,q5.3ans,q5.4,q5.4ans,q6.1,q6.1ans,q6.2,q6.2ans,q6.3,q6.3ans,q6.4,q6.4ans,q7.1,q7.1ans,q7.2,q7.2ans,q7.3,q7.3ans,q7.4,q7.4ans,q8.1,q8.1ans,q8.2,q8.2ans,q8.3,q8.3ans,q8.4,q8.4ans,q9.1,q9.1ans,q9.2,q9.2ans,q9.3,q9.3ans,q9.4,q9.4ans,q10.1,q10.1ans,q10.2,q10.2ans,q10.3,q10.3ans,q10.4,q10.4ans,deckA_mental_firstten,deckA_boredom_firstten,deckB_mental_firstten,deckB_boredom_firstten,q11.1,q11.1ans,q11.2,q11.2ans,q11.3,q11.3ans,q11.4,q11.4ans,q12.1,q12.1ans,q12.2,q12.2ans,q12.3,q12.3ans,q12.4,q12.4ans,q13.1,q13.1ans,q13.2,q13.2ans,q13.3,q13.3ans,q13.4,q13.4ans,q14.1,q14.1ans,q14.2,q14.2ans,q14.3,q14.3ans,q14.4,q14.4ans,q15.1,q15.1ans,q15.2,q15.2ans,q15.3,q15.3ans,q15.4,q15.5ans,q16.1,q16.1ans,q16.2,q16.2ans,q16.3,q16.3ans,q16.4,q16.4ans,q17.1,q17.1ans,q17.2,q17.2ans,q17.3,q17.3ans,q17.4,q17.4ans,q18.1,q18.1ans,q18.2,q18.2ans,q18.3,q18.3ans,q18.4,q18.4ans,q19.1,q19.1ans,q19.2,q19.2ans,q19.3,q19.3ans,q19.4,q19.4ans,q20.1,q20.1ans,q20.2,q20.2ans,q20.3,q20.3ans,q20.4,q20.4ans,deckA_mental_twenty,deckA_boredom_twenty,deckB_mental_twenty,deckB_boredom_twenty,q21.1,q21.1ans,q21.2,q21.2ans,q21.3,q21.3ans,q21.4,q21.4ans,q22.1,q22.1ans,q22.2,q22.2ans,q22.3,q22.3ans,q22.4,q22.4ans,q23.1,q23.1ans,q23.2,q23.2ans,q23.3,q23.3ans,q23.4,q23.4ans,q24.1,q24.1ans,q24.2,q24.2ans,q24.3,q24.3ans,q24.4,q24.4ans,q25.1,q25.1ans,q25.2,q25.2ans,q25.3,q25.3ans,q25.4,q25.4ans,q26.1,q26.1ans,q26.2,q26.2ans,q26.3,q26.3ans,q26.4,q26.4ans,q27.1,q27.1ans,q27.2,q27.2ans,q27.3,q27.3ans,q27.4,q27.4ans,q28.1,q28.1ans,q28.2,q28.2ans,q28.3,q28.3ans,q28.4,q28.4ans,q29.1,q29.1ans,q29.2,q29.2ans,q29.3,q29.3ans,q29.4,q29.4ans,deckA_mental_thirty,deckA_boredom_thirty,deckB_mental_thirty,deckB_boredom_thirty,q30.1,q30.1ans,q30.2,q30.2ans,q30.3,q30.3ans,q30.4,q30.4ans,q31.1,q31.1ans,q31.2,q31.2ans,q31.3,q31.3ans,q31.4,q31.4ans,q32.1,q32.1ans,q32.2,q32.2ans,q32.3,q32.3ans,q32.4,q32.4ans,q33.1,q33.1ans,q33.2,q33.2ans,q33.3,q33.3ans,q33.4,q33.4ans,q34.1,q34.1ans,q34.2,q34.2ans,q34.3,q34.3ans,q34.4,q34.4ans,q35.1,q35.1ans,q35.2,q35.2ans,q35.3,q35.3ans,q35.4,q35.4ans,q36.1,q36.1ans,q36.2,q36.2ans,q36.3,q36.3ans,q36.4,q36.4ans,q37.1,q37.1ans,q37.2,q37.2ans,q37.3,q37.3ans,q37.4,q37.4ans,q38.1,q38.1ans,q38.2,q38.2ans,q38.3,q38.3ans,q38.4,q38.4ans,q39.1,q39.1ans,q39.2,q39.2ans,q39.3,q39.3ans,q39.4,q39.4ans,q40.1,q40.1ans,q40.2,q40.2ans,q40.3,q40.3ans,q40.4,q40.4ans,deckA_mental_final,deckA_boredom_final,deckB_mental_final,deckB_boredom_final,selfadmit,attencheck2,deckAtotaleffort,deckAtotalboredom,deckBtotaleffort,deckBtotalboredom,nfc_2,nfc_6,nfc_10,nfc_11,nfc_13,nfc_14,nfc_15,nfc_18,nfc_1,nfc_3,nfc_4,nfc_5,nfc_7,nfc_9,nfc_8,nfc_12,nfc_16,nfc_17,Bps_1,Bps_2,Bps_3,Bps_4,Bps_5,Bps_6,Bps_7,Bps_8,me_1,me_3,me_4,me_5,me_6,me_9,me_11,me_12,me_14,me_15,me_16,me_2,me_7,me_8,me_10,me_13,me_17,me_18
168,Green, , ,NOTHING, , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , , , , , , , , , , , ,ADD,incorrect, , ,NOTHING, , , , , , , , , , , ,ADD,incorrect,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , ,ADD,incorrect, , , , , , ,0,0,7,3.55, , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , ,ADD,incorrect, , , , , , , , , , ,NOTHING, , , , , ,ADD,incorrect, , ,0.07,0.08,7,3.8, , , , , , ,NOTHING, ,ADD,incorrect, , , , , , , , , , , , ,NOTHING, , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , ,0.13,0.13,7,4.54, , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , , , ,NOTHING, , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , ,ADD,incorrect, , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , , , ,0.14,0.14,7,3.1,Yes,Blue,0.085,0.0875,7,3.7475,1,1,3,2,1,1,1,5,1,1,1,1,1,1,1,4,1,2,7,6,6,6,5,7,7,7,3,4,4,4,5,5,5,3,4,4,4,3,3,3,3,2,1,3
169,Green, , ,NOTHING, , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , , , ,NOTHING, ,ADD,correct, , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , , , ,ADD,blank,NOTHING, , , , , , , ,0,2.14,6.28,0.61,NOTHING, , , , , , , , , ,NOTHING, , , , , , , , , , , ,ADD,incorrect,NOTHING, , , , , , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , ,ADD,correct, , , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , ,0,0.91,6.01,3.02, , ,NOTHING, , , , , , , , , , , ,ADD,blank, , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , ,ADD,blank, , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , ,0.05,0.74,6.11,3.35, , , , , , ,NOTHING, , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , , , ,NOTHING, , , , , ,ADD,correct, , , , , , ,NOTHING, , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , ,0.05,4.56,6.12,0.94,No,Blue,0.025,2.0875,6.13,1.98,4,3,3,2,3,4,4,3,4,4,2,3,2,1,2,4,2,4,3,3,5,2,5,2,1,4,4,5,4,5,4,4,4,5,4,4,4,2,5,3,3,3,3,3
170,Green,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , ,ADD,correct,4.05,5.75,7,0.11, , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , , , ,ADD,incorrect, , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect,0.2,1.95,6.67,1.54, , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,ADD,correct, , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , ,0.99,0.83,4.1,3.2, , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , ,ADD,blank, , , , , , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , ,1.71,2.42,5.49,1.17,No,Blue,1.7375,2.7375,5.815,1.505,4,4,5,5,3,4,3,4,4,5,4,5,4,2,5,5,5,3,3,4,1,3,3,3,1,1,4,4,3,4,5,5,3,5,4,4,4,5,5,3,5,5,5,3
171,Green, , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , , , , , , , ,NOTHING, ,ADD,correct, , , , , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , ,ADD,correct,NOTHING, , , , , , , , , , , ,ADD,incorrect, , , , , , , , ,ADD,correct,0.06,0.08,4.73,0.12, , , , , , ,ADD,correct, , , , , , ,ADD,correct, , ,ADD,correct, , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , ,ADD,correct, , , , ,ADD,correct, , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , , , , , ,ADD,correct, , ,0.05,0.13,4.17,0, , ,ADD,correct, , , , , , ,ADD,incorrect, , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , ,NOTHING, , , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , , , ,ADD,correct, , , , , , ,NOTHING, , , , , , , ,0,0,2,0.02, , , , ,ADD,incorrect, , , , ,ADD,correct, , , , , , , , ,ADD,correct, , , , , , , , ,ADD,correct,ADD,incorrect, , , , , , , , , , , , ,ADD,correct, , , , ,ADD,correct, , ,ADD,correct, , , , , , , , ,ADD,correct, , , , ,NOTHING, , , , , , , , , ,ADD,correct, , , , ,0,0,3.83,0,No,Blue,0.0275,0.0525,3.6825,0.035,4,3,3,4,5,3,4,4,4,4,3,4,3,4,4,4,4,5,2,2,6,5,6,5,7,5,5,5,4,5,5,5,5,4,3,4,4,3,5,3,3,5,5,3
172,Green,NOTHING, , , , , , , , , , , , , ,ADD,incorrect, , ,NOTHING, , , , , , , , , ,ADD,correct, , ,NOTHING, , , , , , , , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , ,ADD,correct, , , , , , ,NOTHING, , , , , ,ADD,correct, , , , ,0,5,4.03,3.01,ADD,correct, , , , , , ,ADD,correct, , , , , , , , , , ,ADD,correct, , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,ADD,correct, , , , , , , , , , , , ,ADD,incorrect, , ,ADD,incorrect, , , , , , ,ADD,correct, , , , ,0.54,6.01,3,2.95, , , , , , ,ADD,correct, , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , ,NOTHING, , , , , , , , , , , ,ADD,correct, , , , ,ADD,correct, , , , , , , , , , ,NOTHING, ,0.34,4.09,4.03,4.03, , , , ,ADD,incorrect, , , , , , , , ,ADD,correct, , , , ,NOTHING, , , ,NOTHING, , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , ,ADD,correct, , , , , , ,0.03,7,3,4.08,No,Blue,0.2275,5.525,3.515,3.5175,5,4,4,4,5,4,2,4,5,4,5,3,4,3,4,4,2,4,4,5,6,5,6,5,3,2,4,4,3,5,5,4,5,3,5,4,3,1,3,3,1,3,3,3
173,Green, , , , ,ADD,correct, , , , ,NOTHING, , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , , , ,ADD,incorrect, , , , ,2,0.94,6.12,0.01,ADD,incorrect, , , , , , ,ADD,incorrect, , , , , , , , , , ,NOTHING, , , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , , , , , , , ,ADD,correct,ADD,correct, , , , , , , , ,ADD,correct, , , , ,ADD,incorrect, , , , , , , , , , , , ,NOTHING, ,0.99,0.81,6.09,0.37,ADD,correct, , , , , , , , , , , , ,ADD,incorrect, , , , ,ADD,correct, , , , , , , , ,NOTHING, , , , , ,ADD,correct, , ,ADD,incorrect, , , , , , , , , , ,NOTHING, , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , ,0.97,0.49,4.84,0.26, , , , ,ADD,correct, , ,ADD,correct, , , , , , , , , , , , ,ADD,correct, , ,NOTHING, , , , , , , , , , , ,ADD,incorrect, , ,ADD,correct, , , , , , , , ,ADD,correct, , , , ,NOTHING, , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , ,0.99,1.86,3.52,0.06,Yes,Blue,1.2375,1.025,5.1425,0.175,3,2,4,4,3,4,3,2,3,5,4,5,4,3,4,5,1,5,5,4,2,6,6,6,3,3,4,3,4,3,3,4,3,3,3,1,3,3,3,2,3,3,2,3
174,Green, , ,NOTHING, , , , , , , , , ,ADD,correct, , , , ,NOTHING, , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , ,ADD,incorrect, , , , ,NOTHING, , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , , , ,0,2.54,1.86,1.8, , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, ,ADD,correct, , , , , , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , , , ,ADD,correct, , ,NOTHING, , , , , , , ,ADD,correct, , , , , , ,0.12,0.82,2.97,1.22, , , , ,ADD,correct, , , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , ,ADD,correct, , , , , , , , , , , , ,ADD,correct, , , , ,ADD,correct, , , , , , ,NOTHING, , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , ,0.11,0.89,3.02,3.71,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , , , ,NOTHING, , , , , , , ,ADD,correct, , ,ADD,correct, , , , ,ADD,incorrect, , , , , , , , , , , , ,NOTHING, , , , , ,ADD,correct, , , , ,ADD,correct, , , , , , ,ADD,incorrect, , , , , , , , ,ADD,correct, , ,0.25,3.53,3.33,0.52,No,Blue,0.12,1.945,2.795,1.8125,3,3,3,3,4,4,5,4,2,2,2,2,3,2,3,3,1,2,4,3,6,2,6,7,5,5,3,3,4,3,4,3,3,3,5,5,4,2,2,2,3,2,2,3
175,Green, , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , ,NOTHING, , , , , ,0.81,0.53,2.97,2.94,NOTHING, , , , , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,0.67,0.69,0.85,0.85,ADD,blank, , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,ADD,blank,1.12,3.15,2.21,0.7,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,ADD,blank, , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, ,1.1,2.18,2.05,1.26,No,Blue,0.925,1.6375,2.02,1.4375,5,3,4,5,4,4,5,2,4,4,4,5,2,4,4,4,2,4,1,1,5,3,1,1,1,6,4,3,4,5,4,5,3,5,4,4,4,3,5,3,3,3,3,3
176,Green,ADD,3685, , , , , , , , , , ,ADD,correct, , ,ADD,correct, , , , , , , , , , , , ,NOTHING, , , , , , , ,ADD,correct, , , , ,ADD,incorrect, , , , ,ADD,correct, , , , , , , , , , ,ADD,2950, , , , ,ADD,76, , , , ,ADD,9231, , , , ,0,0,4.04,0,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,ADD,3838, , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , ,0,0.93,2,0, , , , , , ,NOTHING, , , , , , , ,NOTHING, ,ADD,correct, , , , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,0,0.99,1.08,1.14,ADD,correct, , , , , , , , , , , , ,ADD,7675, , , , , , ,NOTHING, ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,0,0.99,0.99,1.06,No,Blue,0,0.7275,2.0275,0.55,4,3,4,5,2,1,3,3,4,4,5,2,3,1,2,5,2,4,6,6,6,4,5,7,7,6,4,4,4,4,3,4,1,1,1,1,1,1,1,5,2,5,5,3
177,Green, , , , ,ADD,correct, , , , , , ,ADD,correct, , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , , , ,NOTHING, ,0,0,1.07,0, , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,0,0,0,0, , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , ,0,0,0,0, , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,0,1.94,0,0,Yes,Blue,0,0.485,0.2675,0,3,3,4,4,2,4,1,2,2,2,1,2,5,1,2,2,1,5,5,3,6,2,6,3,5,4,3,4,3,4,4,4,1,1,4,3,3,2,3,3,2,1,5,3
178,Green, , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect,ADD,correct, , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , ,ADD,correct, , ,0,0,7,0,ADD,correct, , , , , , , , ,ADD,correct, , , , , , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , , , ,0.05,0.05,7,0.05,NOTHING, , , , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,0.05,3,0.15,0.05, , , , ,ADD,incorrect, , , , , , ,ADD,incorrect, , ,ADD,incorrect, , , , , , , , , , , , ,ADD,incorrect,ADD,correct, , , , , , ,NOTHING, , , , , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , ,1.11,0.67,6.22,0.59,No,Blue,0.3025,0.93,5.0925,0.1725,5,4,3,4,5,1,4,5,3,4,4,4,2,4,4,4,5,5,3,3,3,5,4,3,3,5,5,5,5,5,5,3,5,4,4,3,4,1,3,3,3,2,2,3
179,Green,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , ,NOTHING, ,0,4.11,4.19,2.96, , ,ADD,incorrect, , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , , , , , ,ADD,incorrect,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, ,0,3.04,3.38,4.99, , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , ,0.04,4.57,3.66,4.88,ADD,incorrect, , , , , , , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , ,ADD,correct, , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , ,0.06,5.09,3.05,5.26,No,Blue,0.025,4.2025,3.57,4.5225,4,5,5,2,2,4,2,4,2,4,2,5,5,4,4,4,4,5,3,5,2,1,3,1,2,1,3,4,4,3,3,4,4,5,5,5,3,3,5,5,3,3,3,3
180,Yellow,ADD,correct, , , , , , , , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , ,ADD,correct, , , , , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , ,ADD,correct, , ,ADD,correct, , , , , , , , ,ADD,correct, , , , , , , , ,ADD,correct,0.96,7,4.98,0.93, , ,ADD,correct, , , , ,ADD,correct, , , , , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , ,ADD,correct, , , , , , , , , , , , ,ADD,correct, , ,ADD,incorrect, , , , , , , , ,ADD,correct, , , , , , ,ADD,incorrect, , , , ,ADD,correct, , , , ,0,7,3.79,0, , , , , , ,ADD,correct, , ,ADD,correct, , , , , , ,ADD,blank, , , , , , ,ADD,correct, , , , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , , , , , , , ,ADD,correct, , , , ,ADD,correct, , , , ,ADD,incorrect, , , , ,0,6.77,4.34,0,ADD,correct, , , , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , , , , , ,ADD,incorrect, , , , ,ADD,correct, , , , , , , , ,ADD,correct, , ,ADD,correct, , , , , , , , ,ADD,correct, , , , , , , , ,ADD,incorrect, , , , , , ,ADD,correct, , , , , , ,ADD,correct,0,7,4.53,0,No,Blue,0.24,6.9425,4.41,0.2325,5,4,5,3,2,4,5,5,5,5,4,5,5,4,3,3,3,5,5,3,5,6,5,5,4,3,4,5,1,5,4,4,3,5,3,4,3,3,3,5,3,5,3,3
181,Yellow, , ,ADD,incorrect, , , , , , , , ,NOTHING, , , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , ,NOTHING, , , , , , , , , , , ,NOTHING, , , ,0.14,6.62,1.07,6.68, , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect,NOTHING, , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , ,ADD,incorrect, , , , ,0.02,7,1,7, , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , ,ADD,incorrect, , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect,0,7,0.83,7, , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , ,ADD,correct, , , , , , ,ADD,incorrect, , , , , , , , ,ADD,incorrect, , , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, ,NOTHING, , , , , , , ,0,7,0.86,5.63,No,Blue,0.04,6.905,0.94,6.5775,3,4,3,4,2,4,2,3,3,5,3,4,4,2,3,4,2,4,2,3,4,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,3,3
182,Green, , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , ,NOTHING, , , , , , , , , , , ,NOTHING, , , , , ,NOTHING, , , ,NOTHING, , , , , , , ,0,7,7,0, , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect5, , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , , , , , ,ADD,blank, , , , ,ADD,incorrect, , , , , , , , , , ,ADD,incorrect, , ,ADD,incorrect, , , , ,0,7,7,0, , , , , , ,NOTHING, , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , ,ADD,incorrect, , , , ,0,7,7,0, , , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , ,NOTHING, , , , , ,NOTHING, , , , , ,NOTHING, , , , , , , , , ,NOTHING, , , , , , , , , ,ADD,incorrect, , , , , , , , ,ADD,incorrect, , ,ADD,incorrect9, , , , , , , , , , ,ADD,incorrect, , ,ADD,incorrect, , , , ,0,7,3.17,1.79,No,Blue,0,7,6.0425,0.4475,4,1,4,4,2,2,3,4,2,2,3,4,2,4,2,2,1,3,6,2,5,4,5,2,3,1,5,5,5,3,4,4,4,1,3,3,3,5,3,3,5,5,5,3
